product_id,name,n_obs,price_min,price_max,price_mean
poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,2,41.06,41.06,41.06
pride-and-prejudice_437,Pride and Prejudice,2,19.27,19.27,19.27
princess-between-worlds-wide-awake-princess-5_919,Princess Between Worlds (Wide-Awake Princess #5),2,13.34,13.34,13.34
princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",2,13.61,13.61,13.61
private-paris-private-10_958,Private Paris (Private #10),2,47.61,47.61,47.61
prodigy-the-graphic-novel-legend-the-graphic-novel-2_207,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),2,43.63,43.63,43.63
proofs-of-god-classical-arguments-from-tertullian-to-barth_538,Proofs of God: Classical Arguments from Tertullian to Barth,2,54.21,54.21,54.21
psycho-sanitarium-psycho-15_628,Psycho: Sanitarium (Psycho #1.5),2,36.97,36.97,36.97
quarter-life-poetry-poems-for-the-young-broke-and-hangry_727,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",2,50.89,50.89,50.89
quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,2,43.14,43.14,43.14
quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208,Quiet: The Power of Introverts in a World That Can't Stop Talking,2,43.55,43.55,43.55
rain-fish_728,Rain Fish,2,23.57,23.57,23.57
raspberry-pi-electronics-projects-for-the-evil-genius_630,Raspberry Pi Electronics Projects for the Evil Genius,2,49.67,49.67,49.67
rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",2,46.96,46.96,46.96
rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",2,50.4,50.4,50.4
raymie-nightingale_482,Raymie Nightingale,2,34.41,34.41,34.41
ready-player-one_209,Ready Player One,2,19.07,19.07,19.07
reasons-to-stay-alive_959,Reasons to Stay Alive,2,26.41,26.41,26.41
red-dragon-hannibal-lecter-1_390,Red Dragon (Hannibal Lecter #1),2,23.37,23.37,23.37
red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",2,25.48,25.48,25.48
red-the-true-story-of-red-riding-hood_210,Red: The True Story of Red Riding Hood,2,28.54,28.54,28.54
redeeming-love_826,Redeeming Love,2,20.47,20.47,20.47
remember-me_391,Remember Me?,2,11.48,11.48,11.48
reservations-for-two_211,Reservations for Two,2,11.1,11.1,11.1
reskilling-america-learning-to-labor-in-the-twenty-first-century_922,Reskilling America: Learning to Labor in the Twenty-First Century,2,19.83,19.83,19.83
rework_212,Rework,2,44.88,44.88,44.88
rhythm-chord-malykhin_47,"Rhythm, Chord & Malykhin",2,28.34,28.34,28.34
rich-dad-poor-dad_483,"Rich Dad, Poor Dad",2,51.74,51.74,51.74
rip-it-up-and-start-again_986,Rip it Up and Start Again,2,35.02,35.02,35.02
rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",2,41.67,41.67,41.67
rising-strong_539,Rising Strong,2,21.82,21.82,21.82
robin-war_730,Robin War,2,47.82,47.82,47.82
rogue-lawyer-rogue-lawyer-1_214,Rogue Lawyer (Rogue Lawyer #1),2,50.11,50.11,50.11
roller-girl_540,Roller Girl,2,14.1,14.1,14.1
romero-and-juliet-a-tragic-tale-of-love-and-zombies_827,Romero and Juliet: A Tragic Tale of Love and Zombies,2,36.94,36.94,36.94
rook_647,Rook,2,37.86,37.86,37.86
run-spot-run-the-ethics-of-keeping-pets_106,"Run, Spot, Run: The Ethics of Keeping Pets",2,20.02,20.02,20.02
running-with-scissors_215,Running with Scissors,2,12.91,12.91,12.91
saga-volume-1-saga-collected-editions-1_48,"Saga, Volume 1 (Saga (Collected Editions) #1)",2,28.48,28.48,28.48
saga-volume-2-saga-collected-editions-2_107,"Saga, Volume 2 (Saga (Collected Editions) #2)",2,11.75,11.75,11.75
saga-volume-3-saga-collected-editions-3_216,"Saga, Volume 3 (Saga (Collected Editions) #3)",2,21.57,21.57,21.57
saga-volume-5-saga-collected-editions-5_923,"Saga, Volume 5 (Saga (Collected Editions) #5)",2,51.04,51.04,51.04
saga-volume-6-saga-collected-editions-6_924,"Saga, Volume 6 (Saga (Collected Editions) #6)",2,25.02,25.02,25.02
salems-lot_309,'Salem's Lot,2,49.56,49.56,49.56
salt_731,salt.,2,46.78,46.78,46.78
sapiens-a-brief-history-of-humankind_996,Sapiens: A Brief History of Humankind,2,54.23,54.23,54.23
sarahs-key_217,Sarah's Key,2,46.29,46.29,46.29
scarlet-the-lunar-chronicles-2_218,Scarlet (The Lunar Chronicles #2),2,14.57,14.57,14.57
scarlett-epstein-hates-it-here_828,Scarlett Epstein Hates It Here,2,43.55,43.55,43.55
scott-pilgrims-precious-little-life-scott-pilgrim-1_987,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),2,52.29,52.29,52.29
searching-for-meaning-in-gailana_648,Searching for Meaning in Gailana,2,38.73,38.73,38.73
secrets-and-lace-fatal-hearts-1_829,Secrets and Lace (Fatal Hearts #1),2,20.27,20.27,20.27
security_925,Security,2,39.25,39.25,39.25
see-america-a-celebration-of-our-national-parks-treasured-sites_732,See America: A Celebration of Our National Parks & Treasured Sites,2,48.87,48.87,48.87
sense-and-sensibility_49,Sense and Sensibility,2,37.46,37.46,37.46
set-me-free_988,Set Me Free,2,17.46,17.46,17.46
setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",2,21.15,21.15,21.15
settling-the-score-the-summer-games-1_50,Settling the Score (The Summer Games #1),2,44.91,44.91,44.91
seven-brief-lessons-on-physics_219,Seven Brief Lessons on Physics,2,30.6,30.6,30.6
seven-days-in-the-art-world_220,Seven Days in the Art World,2,52.33,52.33,52.33
shadow-rites-jane-yellowrock-10_51,Shadow Rites (Jane Yellowrock #10),2,21.72,21.72,21.72
shadows-of-the-past-logan-point-1_541,Shadows of the Past (Logan Point #1),2,39.67,39.67,39.67
shakespeares-sonnets_989,Shakespeare's Sonnets,2,20.66,20.66,20.66
shameless_52,Shameless,2,58.35,58.35,58.35
sharp-objects_997,Sharp Objects,2,47.82,47.82,47.82
shatter-me-shatter-me-1_53,Shatter Me (Shatter Me #1),2,42.4,42.4,42.4
ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,2,30.6,30.6,30.6
shiver-the-wolves-of-mercy-falls-1_392,Shiver (The Wolves of Mercy Falls #1),2,16.23,16.23,16.23
shobu-samurai-project-aryoku-3_830,"Shobu Samurai, Project Aryoku (#3)",2,29.06,29.06,29.06
shoe-dog-a-memoir-by-the-creator-of-nike_831,Shoe Dog: A Memoir by the Creator of NIKE,2,23.99,23.99,23.99
shopaholic-baby-shopaholic-5_221,Shopaholic & Baby (Shopaholic #5),2,46.45,46.45,46.45
shopaholic-ties-the-knot-shopaholic-3_340,Shopaholic Ties the Knot (Shopaholic #3),2,48.39,48.39,48.39
shrunken-treasures-literary-classics-short-sweet-and-silly_484,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",2,52.87,52.87,52.87
shtum_733,Shtum,2,55.84,55.84,55.84
siddhartha_393,Siddhartha,2,34.22,34.22,34.22
silence-in-the-dark-logan-point-4_542,Silence in the Dark (Logan Point #4),2,58.33,58.33,58.33
sister-dear_485,Sister Dear,2,40.2,40.2,40.2
sister-sable-the-mad-queen-1_54,Sister Sable (The Mad Queen #1),2,13.33,13.33,13.33
sit-stay-love_486,"Sit, Stay, Love",2,20.9,20.9,20.9
skip-beat-vol-01-skip-beat-1_55,"Skip Beat!, Vol. 01 (Skip Beat! #1)",2,42.12,42.12,42.12
sleeping-giants-themis-files-1_604,Sleeping Giants (Themis Files #1),2,48.74,48.74,48.74
slow-states-of-collapse-poems_960,Slow States of Collapse: Poems,2,57.31,57.31,57.31
smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543,Smarter Faster Better: The Secrets of Being Productive in Life and Business,2,38.89,38.89,38.89
snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,2,21.21,21.21,21.21
so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",2,35.43,35.43,35.43
so-youve-been-publicly-shamed_832,So You've Been Publicly Shamed,2,12.23,12.23,12.23
soft-apocalypse_833,Soft Apocalypse,2,26.12,26.12,26.12
soldier-talon-3_222,Soldier (Talon #3),2,24.72,24.72,24.72
some-women_341,Some Women,2,13.73,13.73,13.73
someone-like-you-the-harrisons-2_735,Someone Like You (The Harrisons #2),2,52.79,52.79,52.79
something-blue-darcy-rachel-2_223,Something Blue (Darcy & Rachel #2),2,54.62,54.62,54.62
something-borrowed-darcy-rachel-1_224,Something Borrowed (Darcy & Rachel #1),2,48.96,48.96,48.96
something-more-than-this_834,Something More Than This,2,16.24,16.24,16.24
sophies-world_966,Sophie's World,2,15.94,15.94,15.94
sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,2,44.74,44.74,44.74
soul-reader_926,Soul Reader,2,39.58,39.58,39.58
soumission_998,Soumission,2,50.1,50.1,50.1
south-of-sunshine_544,South of Sunshine,2,28.93,28.93,28.93
spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,2,41.83,41.83,41.83
spilled-milk-based-on-a-true-story_225,Spilled Milk: Based on a True Story,2,49.51,49.51,49.51
starlark_56,Starlark,2,25.83,25.83,25.83
stars-above-the-lunar-chronicles-45_632,Stars Above (The Lunar Chronicles #4.5),2,48.05,48.05,48.05
starving-hearts-triangular-trade-trilogy-1_990,"Starving Hearts (Triangular Trade Trilogy, #1)",2,13.99,13.99,13.99
steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,2,20.9,20.9,20.9
steve-jobs_737,Steve Jobs,2,39.5,39.5,39.5
stiff-the-curious-lives-of-human-cadavers_226,Stiff: The Curious Lives of Human Cadavers,2,36.74,36.74,36.74
still-life-with-bread-crumbs_738,Still Life with Bread Crumbs,2,26.41,26.41,26.41
suddenly-in-love-lake-haven-1_835,Suddenly in Love (Lake Haven #1),2,55.99,55.99,55.99
sugar-rush-offensive-line-2_108,Sugar Rush (Offensive Line #2),2,24.42,24.42,24.42
superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),2,11.89,11.89,11.89
surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",2,25.83,25.83,25.83
suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568,Suzie Snowflake: One beautiful flake (a self-esteem story),2,54.81,54.81,54.81
swell-a-year-of-waves_740,Swell: A Year of Waves,2,45.58,45.58,45.58
take-me-home-tonight-rock-star-romance-3_605,Take Me Home Tonight (Rock Star Romance #3),2,53.98,53.98,53.98
take-me-with-you_741,Take Me with You,2,45.21,45.21,45.21
taking-shots-assassins-1_57,Taking Shots (Assassins #1),2,18.88,18.88,18.88
talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,2,25.15,25.15,25.15
tastes-like-fear-di-marnie-rome-3_742,Tastes Like Fear (DI Marnie Rome #3),2,10.69,10.69,10.69
team-of-rivals-the-political-genius-of-abraham-lincoln_488,Team of Rivals: The Political Genius of Abraham Lincoln,2,20.12,20.12,20.12
tell-me-three-things_395,Tell Me Three Things,2,41.81,41.81,41.81
tell-the-wind-and-fire_396,Tell the Wind and Fire,2,45.51,45.51,45.51
tell-the-wolves-im-home_439,Tell the Wolves I'm Home,2,50.96,50.96,50.96
that-darkness-gardiner-and-renner-1_743,That Darkness (Gardiner and Renner #1),2,13.92,13.92,13.92
the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,2,27.55,27.55,27.55
the-14th-colony-cotton-malone-11_744,The 14th Colony (Cotton Malone #11),2,39.24,39.24,39.24
the-5th-wave-the-5th-wave-1_397,The 5th Wave (The 5th Wave #1),2,11.83,11.83,11.83
the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,2,33.17,33.17,33.17
the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,2,32.24,32.24,32.24
the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,2,19.73,19.73,19.73
the-alien-club_569,The Alien Club,2,54.4,54.4,54.4
the-argonauts_837,The Argonauts,2,10.93,10.93,10.93
the-art-and-science-of-low-carbohydrate-living_570,The Art and Science of Low Carbohydrate Living,2,52.98,52.98,52.98
the-art-book_490,The Art Book,2,32.34,32.34,32.34
the-art-forger_930,The Art Forger,2,40.76,40.76,40.76
the-art-of-fielding_228,The Art of Fielding,2,22.1,22.1,22.1
the-art-of-not-breathing_58,The Art of Not Breathing,2,40.83,40.83,40.83
the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",2,34.32,34.32,34.32
the-art-of-startup-fundraising_606,The Art of Startup Fundraising,2,21.0,21.0,21.0
the-art-of-war_838,The Art of War,2,33.34,33.34,33.34
the-artists-way-a-spiritual-path-to-higher-creativity_839,The Artist's Way: A Spiritual Path to Higher Creativity,2,38.49,38.49,38.49
the-autobiography-of-malcolm-x_230,The Autobiography of Malcolm X,2,23.43,23.43,23.43
the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),2,52.3,52.3,52.3
the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,2,15.77,15.77,15.77
the-bane-chronicles-the-bane-chronicles-1-11_746,The Bane Chronicles (The Bane Chronicles #1-11),2,44.73,44.73,44.73
the-barefoot-contessa-cookbook_440,The Barefoot Contessa Cookbook,2,59.92,59.92,59.92
the-bear-and-the-piano_967,The Bear and the Piano,2,36.89,36.89,36.89
the-beast-black-dagger-brotherhood-14_342,The Beast (Black Dagger Brotherhood #14),2,46.08,46.08,46.08
the-bette-davis-club_59,The Bette Davis Club,2,30.66,30.66,30.66
the-bhagavad-gita_60,The Bhagavad Gita,2,57.49,57.49,57.49
the-black-maria_991,The Black Maria,2,52.15,52.15,52.15
the-blind-side-evolution-of-a-game_231,The Blind Side: Evolution of a Game,2,53.71,53.71,53.71
the-bone-hunters-lexy-vaughan-steven-macaulay-2_343,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),2,59.71,59.71,59.71
the-book-of-basketball-the-nba-according-to-the-sports-guy_232,The Book of Basketball: The NBA According to The Sports Guy,2,44.84,44.84,44.84
the-book-of-mormon_571,The Book of Mormon,2,24.57,24.57,24.57
the-book-thief_233,The Book Thief,2,53.49,53.49,53.49
the-bourne-identity-jason-bourne-1_492,The Bourne Identity (Jason Bourne #1),2,42.78,42.78,42.78
the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,2,22.6,22.6,22.6
the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,2,32.0,32.0,32.0
the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",2,49.05,49.05,49.05
the-case-for-christ-cases-for-christianity_234,The Case for Christ (Cases for Christianity),2,47.84,47.84,47.84
the-cat-in-the-hat-beginner-books-b-1_235,The Cat in the Hat (Beginner Books B-1),2,16.26,16.26,16.26
the-catcher-in-the-rye_236,The Catcher in the Rye,2,24.55,24.55,24.55
the-children_633,The Children,2,11.88,11.88,11.88
the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),2,15.42,15.42,15.42
the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",2,17.93,17.93,17.93
the-communist-manifesto_61,The Communist Manifesto,2,14.76,14.76,14.76
the-complete-maus-maus-1-2_62,The Complete Maus (Maus #1-2),2,10.64,10.64,10.64
the-complete-poems_237,The Complete Poems,2,41.32,41.32,41.32
the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),2,26.78,26.78,26.78
the-constant-princess-the-tudor-court-1_493,The Constant Princess (The Tudor Court #1),2,16.62,16.62,16.62
the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,2,41.25,41.25,41.25
the-course-of-love_109,The Course of Love,2,16.78,16.78,16.78
the-crossover_398,The Crossover,2,38.77,38.77,38.77
the-cuckoos-calling-cormoran-strike-1_239,The Cuckoo's Calling (Cormoran Strike #1),2,19.21,19.21,19.21
the-da-vinci-code-robert-langdon-2_240,The Da Vinci Code (Robert Langdon #2),2,22.96,22.96,22.96
the-darkest-corners_399,The Darkest Corners,2,11.33,11.33,11.33
the-darkest-lie_747,The Darkest Lie,2,35.35,35.35,35.35
the-day-the-crayons-came-home-crayons_241,The Day the Crayons Came Home (Crayons),2,26.33,26.33,26.33
the-death-of-humanity-and-the-case-for-life_932,The Death of Humanity: and the Case for Life,2,58.11,58.11,58.11
the-demon-haunted-world-science-as-a-candle-in-the-dark_242,The Demon-Haunted World: Science as a Candle in the Dark,2,52.25,52.25,52.25
the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",2,27.88,27.88,27.88
the-demonists-demonist-1_345,The Demonists (Demonist #1),2,52.11,52.11,52.11
the-devil-wears-prada-the-devil-wears-prada-1_243,The Devil Wears Prada (The Devil Wears Prada #1),2,44.29,44.29,44.29
the-diary-of-a-young-girl_634,The Diary of a Young Girl,2,59.9,59.9,59.9
the-dinner-party_635,The Dinner Party,2,56.54,56.54,56.54
the-dirty-little-secrets-of-getting-your-dream-job_994,The Dirty Little Secrets of Getting Your Dream Job,2,33.34,33.34,33.34
the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",2,57.35,57.35,57.35
the-dovekeepers_748,The Dovekeepers,2,48.78,48.78,48.78
the-dream-thieves-the-raven-cycle-2_400,The Dream Thieves (The Raven Cycle #2),2,34.5,34.5,34.5
the-drowning-girls_494,The Drowning Girls,2,35.67,35.67,35.67
the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,2,36.91,36.91,36.91
the-edge-of-reason-bridget-jones-2_63,The Edge of Reason (Bridget Jones #2),2,19.18,19.18,19.18
the-electric-pencil-drawings-from-inside-state-hospital-no-3_933,The Electric Pencil: Drawings from Inside State Hospital No. 3,2,56.06,56.06,56.06
the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",2,13.03,13.03,13.03
the-elephant-tree_968,The Elephant Tree,2,23.82,23.82,23.82
the-emerald-mystery_842,The Emerald Mystery,2,23.15,23.15,23.15
the-end-of-faith-religion-terror-and-the-future-of-reason_246,"The End of Faith: Religion, Terror, and the Future of Reason",2,22.13,22.13,22.13
the-end-of-the-jesus-era-an-investigation-1_64,The End of the Jesus Era (An Investigation #1),2,14.4,14.4,14.4
the-epidemic-the-program-06_636,The Epidemic (The Program 0.6),2,14.44,14.44,14.44
the-exiled_247,The Exiled,2,43.45,43.45,43.45
the-expatriates_401,The Expatriates,2,44.58,44.58,44.58
the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",2,55.91,55.91,55.91
the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,2,39.55,39.55,39.55
the-false-prince-the-ascendance-trilogy-1_402,The False Prince (The Ascendance Trilogy #1),2,56.0,56.0,56.0
the-fault-in-our-stars_403,The Fault in Our Stars,2,47.22,47.22,47.22
the-fellowship-of-the-ring-the-lord-of-the-rings-1_442,The Fellowship of the Ring (The Lord of the Rings #1),2,10.27,10.27,10.27
the-firm_404,The Firm,2,45.56,45.56,45.56
the-first-hostage-jb-collins-2_749,The First Hostage (J.B. Collins #2),2,25.85,25.85,25.85
the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,2,31.05,31.05,31.05
the-flowers-lied_573,The Flowers Lied,2,16.68,16.68,16.68
the-four-agreements-a-practical-guide-to-personal-freedom_970,The Four Agreements: A Practical Guide to Personal Freedom,2,17.66,17.66,17.66
the-genius-of-birds_843,The Genius of Birds,2,17.24,17.24,17.24
the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,2,28.23,28.23,28.23
the-girl-in-the-ice-dci-erika-foster-1_65,The Girl In The Ice (DCI Erika Foster #1),2,15.85,15.85,15.85
the-girl-on-the-train_844,The Girl on the Train,2,55.02,55.02,55.02
the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),2,57.48,57.48,57.48
the-girl-who-played-with-fire-millennium-trilogy-2_249,The Girl Who Played with Fire (Millennium Trilogy #2),2,22.14,22.14,22.14
the-girl-with-all-the-gifts_250,The Girl with All the Gifts,2,49.47,49.47,49.47
the-girl-you-left-behind-the-girl-you-left-behind-1_443,The Girl You Left Behind (The Girl You Left Behind #1),2,15.79,15.79,15.79
the-girl-you-lost_66,The Girl You Lost,2,12.29,12.29,12.29
the-giver-the-giver-quartet-1_251,The Giver (The Giver Quartet #1),2,12.3,12.3,12.3
the-glass-castle_496,The Glass Castle,2,16.24,16.24,16.24
the-glittering-court-the-glittering-court-1_845,The Glittering Court (The Glittering Court #1),2,44.28,44.28,44.28
the-god-delusion_444,The God Delusion,2,46.85,46.85,46.85
the-golden-compass-his-dark-materials-1_445,The Golden Compass (His Dark Materials #1),2,18.77,18.77,18.77
the-golden-condom-and-other-essays-on-love-lost-and-found_637,The Golden Condom: And Other Essays on Love Lost and Found,2,39.43,39.43,39.43
the-goldfinch_252,The Goldfinch,2,43.58,43.58,43.58
the-good-girl_497,The Good Girl,2,49.03,49.03,49.03
the-grand-design_405,The Grand Design,2,13.76,13.76,13.76
the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,2,59.15,59.15,59.15
the-great-gatsby_498,The Great Gatsby,2,36.05,36.05,36.05
the-great-railway-bazaar_446,The Great Railway Bazaar,2,30.54,30.54,30.54
the-grownup_546,The Grownup,2,35.88,35.88,35.88
the-guernsey-literary-and-potato-peel-pie-society_253,The Guernsey Literary and Potato Peel Pie Society,2,49.53,49.53,49.53
the-guilty-will-robie-4_750,The Guilty (Will Robie #4),2,13.82,13.82,13.82
the-gunning-of-america-business-and-the-making-of-american-gun-culture_347,The Gunning of America: Business and the Making of American Gun Culture,2,16.81,16.81,16.81
the-guns-of-august_254,The Guns of August,2,14.54,14.54,14.54
the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934,The Gutsy Girl: Escapades for Your Life of Epic Adventure,2,37.13,37.13,37.13
the-haters_67,The Haters,2,27.89,27.89,27.89
the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,2,28.77,28.77,28.77
the-hidden-oracle-the-trials-of-apollo-1_752,The Hidden Oracle (The Trials of Apollo #1),2,52.26,52.26,52.26
the-hiding-place_406,The Hiding Place,2,55.91,55.91,55.91
the-high-mountains-of-portugal_547,The High Mountains of Portugal,2,51.15,51.15,51.15
the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),2,47.8,47.8,47.8
the-hobbit-middle-earth-universe_447,The Hobbit (Middle-Earth Universe),2,17.8,17.8,17.8
the-hook-up-game-on-1_68,The Hook Up (Game On #1),2,36.29,36.29,36.29
the-hound-of-the-baskervilles-sherlock-holmes-5_348,The Hound of the Baskervilles (Sherlock Holmes #5),2,14.82,14.82,14.82
the-house-by-the-lake_846,The House by the Lake,2,36.95,36.95,36.95
the-hunger-games-the-hunger-games-1_349,The Hunger Games (The Hunger Games #1),2,29.85,29.85,29.85
the-husbands-secret_256,The Husband's Secret,2,52.51,52.51,52.51
the-iliad_69,The Iliad,2,16.16,16.16,16.16
the-immortal-life-of-henrietta-lacks_753,The Immortal Life of Henrietta Lacks,2,40.67,40.67,40.67
the-improbability-of-love_607,The Improbability of Love,2,59.45,59.45,59.45
the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",2,20.59,20.59,20.59
the-infinities_257,The Infinities,2,27.41,27.41,27.41
the-invention-of-wings_448,The Invention of Wings,2,37.34,37.34,37.34
the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,2,38.71,38.71,38.71
the-joy-of-cooking_449,The Joy of Cooking,2,43.27,43.27,43.27
the-kite-runner_847,The Kite Runner,2,41.82,41.82,41.82
the-land-of-10000-madonnas_258,"The Land of 10,000 Madonnas",2,29.64,29.64,29.64
the-last-girl-the-dominion-trilogy-1_70,The Last Girl (The Dominion Trilogy #1),2,36.26,36.26,36.26
the-last-mile-amos-decker-2_754,The Last Mile (Amos Decker #2),2,54.21,54.21,54.21
